facility_type,district,realm,series,course,subject,match_basis,registered_period,total_minutes,tuition_fee_krw,total_fee_krw,hourly_tuition_krw,explicit_one_month,qc_hourly_extreme
teaching_center,영등포구,예능(대),예능(중),음악,피아노중급b(일60분*주5회*4.2주),subject,,1260,140000,140000,6667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,체르니 100 1(일110분*주1회*4.2주),music_named_facility,,462,70000,70000,9091,False,False
teaching_center,영등포구,예능(대),예능(중),음악,체르니 100 2(일80분*주2회*4.2주),music_named_facility,,672,100000,100000,8929,False,False
teaching_center,영등포구,예능(대),예능(중),음악,체르니 30 1(일125분*주1회*4.2주),music_named_facility,,525,80000,80000,9143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,체르니 30 2(일85분*주2회*4.2주),music_named_facility,,714,110000,110000,9244,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노 기초1(일95분*주1회*4.2주),subject,,399,60000,60000,9023,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노 기초2(일70분*주2회*4.2주),subject,,588,90000,90000,9184,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(일반)기초 (일80분*주3회*4.2주),subject,,1008,140000,140000,8333,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(입시1) (일60분*주3회*4.2주),subject,,756,150000,150000,11905,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(입시2) (일90분*주2회*4.2주),subject,,756,170000,170000,13492,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노기초(일50분*주5회*4.2주),subject,,1050,140000,140000,8000,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니100(일50분*주5회*4.2주),subject,,1050,150000,150000,8571,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니30(일50분*주5회*4.2주),subject,,1050,160000,160000,9143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니40(일55분*주5회*4.2주),subject,,1155,170000,170000,8831,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(고급)(일60분*주5회*4.2주),subject,,1260,160000,160000,7619,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(일부기초)(일60분*주5회*4.2주),subject,,1260,130000,130000,6190,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(중급)(일60분*주5회*4.2주),subject,,1260,150000,150000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(초급)(일60분*주5회*4.2주),subject,,1260,140000,140000,6667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"바이엘피아노(일50분,주5회)",subject,,1050,120000,120000,6857,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"체르니100피아노(일50분,주5회)",subject,,1050,130000,130000,7429,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"체르니30피아노(일60분,주5회)",subject,,1260,140000,140000,6667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"체르니40피아노(일60분,주5회)",subject,,1260,150000,150000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노 고급(CZ30)(일60분*주4회*4.2주),subject,,1008,150000,150000,8929,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노 기초(바이엘)(일60분*주4회*4.2주),subject,,1008,130000,130000,7738,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노 중급(CZ100)(일60분*주4회*4.2주),subject,,1008,140000,140000,8333,False,False
teaching_center,영등포구,예능(대),예능(중),음악,고급(일60분*주4회*4.2주),music_named_facility,,1008,130000,130000,7738,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시(일60분*주4회*4.2주),music_named_facility,,1008,280000,280000,16667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,중급(일55분*주4회*4.2주),music_named_facility,,924,120000,120000,7792,False,False
teaching_center,영등포구,예능(대),예능(중),음악,초급(일50분*주4회*4.2주),music_named_facility,,840,109000,109000,7786,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시A1(일60분*주2회*4.2주),music_named_facility,,504,130000,130000,15476,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시A2(일60분*주3회*4.2주),music_named_facility,,756,150000,150000,11905,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시A3(일60분*주4회*4.2주),music_named_facility,,1008,160000,160000,9524,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시B1(일60분*주2회*4.2주),music_named_facility,,504,140000,140000,16667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시B2(일60분*주3회*4.2주),music_named_facility,,756,160000,160000,12698,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시B3(일60분*주4회*4.2주),music_named_facility,,1008,170000,170000,10119,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시C1(일90분*주3회*4.2주),music_named_facility,,1134,300000,300000,15873,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시C2(일110분*주4회*4.2주),music_named_facility,,1848,500000,500000,16234,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시C3(일130분*주5회*4.2주),music_named_facility,,2730,750000,750000,16484,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(50분*주5회),subject,,1050,100000,100000,5714,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시피아노(일60분*주5회*4.2주),subject,,1260,300000,300000,14286,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노2회반(일90분*주2회*4.2주),subject,,756,100000,100000,7937,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노3회반(일70분*주3회*4.2주),subject,,882,120000,120000,8163,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노고급(일60분*주5회*4.2주),subject,,1260,160000,160000,7619,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노중급(일60분*주5회*4.2주),subject,,1260,150000,150000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노초급5회반(일60분*주5회*4.2주),subject,,1260,130000,130000,6190,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노1(일65분*주5회*4.2주),subject,,1365,130000,130000,5714,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노2(일70분*주5회*4.2주),subject,,1470,140000,140000,5714,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노3(일75분*주5회*4.2주),subject,,1575,150000,150000,5714,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노4(일80분*주5회*4.2주),subject,,1680,160000,160000,5714,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노입시(일75분*주5회*4.2주),subject,,1575,300000,300000,11429,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"피아노1(일60분,주5회)",subject,,1260,100000,100000,4762,False,True
teaching_center,영등포구,예능(대),예능(중),음악,"피아노2(일60분,주5회)",subject,,1260,110000,110000,5238,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"피아노3(일60분,주5회)",subject,,1260,120000,120000,5714,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"피아노주4회반(일60분,주4회)",subject,,1008,80000,80000,4762,False,True
teaching_center,영등포구,예능(대),예능(중),음악,피아노1(일60분*주5회*4.2주),subject,,1260,150000,150000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노2(일60분*주5회*4.2주),subject,,1260,160000,160000,7619,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노3(일60분*주5회*4.2주),subject,,1260,170000,170000,8095,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노4(일60분*주5회*4.2주),subject,,1260,180000,180000,8571,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노입시(일60분*주3회*4.2주),subject,,756,210000,210000,16667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노중급(일60분*주3회*4.2주),subject,,756,98000,98000,7778,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노초급(일60분*주3회*4.2주),subject,,756,90000,90000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(일반2)피아노(일50분*주5회*4.2주),subject,,1050,130000,130000,7429,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시1)피아노(일50분*주3회*4.2주),subject,,630,130000,130000,12381,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시2)피아노(일50분*주5회*4.2주),subject,,1050,140000,140000,8000,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(입시)(일60분*주5회*4.2주),subject,,1260,200000,200000,9524,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노바이엘(일반)(일60분*주5회*4.2주),subject,,1260,130000,130000,6190,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니(고급)(일60분*주5회*4.2주),subject,,1260,150000,150000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니(중급)(일60분*주5회*4.2주),subject,,1260,140000,140000,6667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시)고급 피아노C(일65분*주2회*4.2주),subject,,546,150000,150000,16484,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시)고급 피아노F(일50분*주3회*4.2주),subject,,630,170000,170000,16190,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시)고급 피아노I(일50분*주4회*4.2주),subject,,840,180000,180000,12857,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시)고급 피아노L(일50분*주5회*4.2주),subject,,1050,190000,190000,10857,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시)중급 피아노B(일60분*주2회*4.2주),subject,,504,140000,140000,16667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시)중급 피아노E(일50분*주3회*4.2주),subject,,630,160000,160000,15238,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시)중급 피아노H(일50분*주4회*4.2주),subject,,840,170000,170000,12143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시)중급 피아노K(일50분*주5회*4.2주),subject,,1050,180000,180000,10286,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시)초급 피아노A(일60분*주2회*4.2주),subject,,504,130000,130000,15476,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시)초급 피아노D(일50분*주3회*4.2주),subject,,630,150000,150000,14286,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시)초급 피아노G(일50분*주4회*4.2주),subject,,840,160000,160000,11429,False,False
teaching_center,영등포구,예능(대),예능(중),음악,(입시)초급 피아노J(일50분*주5회*4.2주),subject,,1050,170000,170000,9714,False,False
teaching_center,영등포구,예능(대),예능(중),음악,고급(일85분*주3회*4.2주),music_named_facility,,1071,160000,160000,8964,False,False
teaching_center,영등포구,예능(대),예능(중),음악,작품반(일90분*주3회*4.2주),music_named_facility,,1134,170000,170000,8995,False,False
teaching_center,영등포구,예능(대),예능(중),음악,중급(일80분*주3회*4.2주),music_named_facility,,1008,150000,150000,8929,False,False
teaching_center,영등포구,예능(대),예능(중),음악,초급(일75분*주3회*4.2주),music_named_facility,,945,140000,140000,8889,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(일55분*주5회*4.2주),subject,,1155,180000,180000,9351,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(일75분*주5회*4.2주),subject,,1575,240000,240000,9143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(바이엘)(일70분*주3회*4.2주),subject,,882,130000,130000,8844,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(체르니100)(일75분*주3회*4.2주),subject,,945,140000,140000,8889,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(체르니30)(일80분*주3회*4.2주),subject,,1008,150000,150000,8929,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(체르니40)(일85분*주3회*4.2주),subject,,1071,160000,160000,8964,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반1(일30분*주5회*4.2주),music_named_facility,,630,80000,80000,7619,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반2(일60분*주3회*4.2주),music_named_facility,,756,98000,98000,7778,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시(일60분*주2회*4.2주),music_named_facility,,504,140000,140000,16667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"피아노일반(일60분,주5회)",subject,,1260,100000,100000,4762,False,True
teaching_center,영등포구,예능(대),예능(중),음악,"피아노일반(일60분,주5회)",subject,,1260,110000,110000,5238,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"피아노일반(일60분,주5회)",subject,,1260,120000,120000,5714,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"피아노일반(일90분,주3회)",subject,,1134,90000,90000,4762,False,True
teaching_center,영등포구,예능(대),예능(중),음악,실용 피아노2(일70분*주5회*4.2주),subject,,1470,240000,240000,9796,False,False
teaching_center,영등포구,예능(대),예능(중),음악,실용 피아노3(일70분*주5회*4.2주),subject,,1470,280000,280000,11429,False,False
teaching_center,영등포구,예능(대),예능(중),음악,실용피아노1(일70분*주5회*4.2주),subject,,1470,220000,220000,8980,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반 피아노7(일70분*주5회*4.2주),subject,,1470,210000,210000,8571,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반피아노1(일60분*주5회*4.2주),subject,,1260,150000,150000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반피아노2(일60분*주5회*4.2주),subject,,1260,160000,160000,7619,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반피아노3(일60분*주5회*4.2주),subject,,1260,170000,170000,8095,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반피아노4(일60분*주5회*4.2주),subject,,1260,180000,180000,8571,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반피아노5(일70분*주5회*4.2주),subject,,1470,190000,190000,7755,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반피아노6(일70분*주5회*4.2주),subject,,1470,200000,200000,8163,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시 피아노1(일70분*주5회*4.2주),subject,,1470,320000,320000,13061,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시 피아노2(일90분*주5회*4.2주),subject,,1890,440000,440000,13968,False,False
teaching_center,영등포구,예능(대),예능(중),음악,고급(일85분*주3회*4.2주),music_named_facility,,1071,160000,160000,8964,False,False
teaching_center,영등포구,예능(대),예능(중),음악,작품반(일90분*주3회*4.2주),music_named_facility,,1134,170000,170000,8995,False,False
teaching_center,영등포구,예능(대),예능(중),음악,중급(일80분*주3회*4.2주),music_named_facility,,1008,150000,150000,8929,False,False
teaching_center,영등포구,예능(대),예능(중),음악,초급(일75분*주3회*4.2주),music_named_facility,,945,140000,140000,8889,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노바이엘(50분*주5회*4.2주),subject,,1050,120000,120000,6857,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노바이엘(70분*주3회*4.2주),subject,,882,110000,110000,7483,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노바이엘(95분*주2회*4.2주),subject,,798,100000,100000,7519,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니100(110분*주2회*4.2주),subject,,924,110000,110000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니100(50분*주5회*4.2주),subject,,1050,130000,130000,7429,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니100(80분*주3회*4.2주),subject,,1008,120000,120000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니30(60분*주5회*4.2주),subject,,1260,140000,140000,6667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니30(70분*주2회*4.2주),subject,,924,120000,120000,7792,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니30(80분*주3회*4.2주),subject,,1008,130000,130000,7738,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니40(120분*주2회*4.2주),subject,,1008,130000,130000,7738,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니40(60분*주5회*4.2주),subject,,1260,150000,150000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니40(90분*주3회*4.2주),subject,,1134,140000,140000,7407,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"피아노일반1(일60분,주5회)",subject,,1260,80000,80000,3810,False,True
teaching_center,영등포구,예능(대),예능(중),음악,"피아노일반2(일60분,주5회)",subject,,1260,85000,85000,4048,False,True
teaching_center,영등포구,예능(대),예능(중),음악,"피아노일반3(일60분,주5회)",subject,,1260,90000,90000,4286,False,True
teaching_center,영등포구,예능(대),예능(중),음악,피아노(고급)(일75분*주4회*4.2주),subject,,1260,150000,150000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(고급)(일90분*주3회*4.2주),subject,,1134,140000,140000,7407,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(기초)(일55분*주5회*4.2주),subject,,1155,140000,140000,7273,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(기초)(일60분*주4회*4.2주),subject,,1008,130000,130000,7738,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(기초)(일75분*주3회*4.2주),subject,,945,120000,120000,7619,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(중급)(일60분*주5회*4.2주),subject,,1260,150000,150000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(중급)(일70분*주4회*4.2주),subject,,1176,140000,140000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(중급)(일80분*주3회*4.2주),subject,,1008,130000,130000,7738,False,False
teaching_center,영등포구,예능(대),예능(중),음악,음악(입시)피아노a(일90분*주3회*4.2주),subject,,1134,180000,180000,9524,False,False
teaching_center,영등포구,예능(대),예능(중),음악,음악(입시)피아노b(일90분*주2회*4.2주),subject,,756,160000,160000,12698,False,False
teaching_center,영등포구,예능(대),예능(중),음악,음악(입시)피아노c(일90분*주2회*4.2주),subject,,756,200000,200000,15873,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노1(실용)(일50분*주3회*4.2주),subject,,630,150000,150000,14286,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노2(실용)(일50분*주3회*4.2주),subject,,630,160000,160000,15238,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노3(실용)(일50분*주3회*4.2주),subject,,630,170000,170000,16190,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노4(실용)(일50분*주3회*4.2주),subject,,630,180000,180000,17143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노5(실용)(일90분*주2회*4.2주),subject,,756,200000,200000,15873,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노6(입시)(일90분*주2회*4.2주),subject,,756,210000,210000,16667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노1(일70분*주3회*4.2주),subject,,882,130000,130000,8844,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노2(일80분*주3회*4.2주),subject,,1008,150000,150000,8929,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노3(일90분*주3회*4.2주),subject,,1134,170000,170000,8995,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반피아노(일100분*주3회*4.2주),subject,,1260,160000,160000,7619,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반피아노(일70분*주4회*4.2주),subject,,1176,150000,150000,7653,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시피아노(일50분*주3회*4.2주),subject,,630,170000,170000,16190,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시피아노(일60분*주3회*4.2주),subject,,756,200000,200000,15873,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시피아노(일70분*주3회*4.2주),subject,,882,240000,240000,16327,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노고급(일70분*주4회*4.2주),subject,,1176,160000,160000,8163,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노기초(일60분*주4회*4.2주),subject,,1008,140000,140000,8333,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노중급(일60분*주4회*4.2주),subject,,1008,150000,150000,8929,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"피아노중,고급(60분*주5회)",subject,,1260,120000,120000,5714,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노초급(60분*주5회),subject,,1260,110000,110000,5238,False,False
teaching_center,영등포구,예능(대),예능(중),음악,"피아노일반1(일60분,주5회)",subject,,1260,90000,90000,4286,False,True
teaching_center,영등포구,예능(대),예능(중),음악,"피아노일반2(일60분,주5회)",subject,,1260,100000,100000,4762,False,True
teaching_center,영등포구,예능(대),예능(중),음악,"피아노일반3(일60분,주5회)",subject,,1260,110000,110000,5238,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(취미)(일60분*주5회*4.2주),subject,,1260,200000,200000,9524,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노실용취미A(일60분*주5회*4.2주),subject,,1260,200000,200000,9524,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노실용취미B(일45분*주5회*4.2주),subject,,945,160000,160000,10159,False,False
teaching_center,영등포구,예능(대),예능(중),음악,고급(주4회)(일60분*주4회*4.2주),music_named_facility,,1008,140000,140000,8333,False,False
teaching_center,영등포구,예능(대),예능(중),음악,고급(주5회)(일60분*주5회*4.2주),music_named_facility,,1260,150000,150000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,중급(주4회)(일60분*주4회*4.2주),music_named_facility,,1008,130000,130000,7738,False,False
teaching_center,영등포구,예능(대),예능(중),음악,중급(주5회)(일60분*주5회*4.2주),music_named_facility,,1260,140000,140000,6667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,초급(주4회)(일60분*주4회*4.2주),music_named_facility,,1008,120000,120000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,초급(주5회)(일60분*주5회*4.2주),music_named_facility,,1260,130000,130000,6190,False,False
teaching_center,영등포구,예능(대),예능(중),음악,고급 체르니30(50분*주5회),music_named_facility,,1050,120000,120000,6857,False,False
teaching_center,영등포구,예능(대),예능(중),음악,고급 체르니30(일60분*주3회*4.2주),music_named_facility,,756,90000,90000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,고급 체르니40(일50분*주5회*4.2주),music_named_facility,,1050,130000,130000,7429,False,False
teaching_center,영등포구,예능(대),예능(중),음악,중급 체르니100(50분*주5회),music_named_facility,,1050,110000,110000,6286,False,False
teaching_center,영등포구,예능(대),예능(중),음악,초급 바이엘(50분*주5회),music_named_facility,,1050,100000,100000,5714,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노고급(일60분*주5회*4.2주),subject,,1260,140000,140000,6667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노기초(일60분*주5회*4.2주),subject,,1260,120000,120000,5714,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노입시(일60분*주5회*4.2주),subject,,1260,250000,250000,11905,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노중급(일60분*주5회*4.2주),subject,,1260,130000,130000,6190,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노 고급 (일100분*주3회*4.2주),subject,,1260,180000,180000,8571,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노 기초 (일80분*주3회*4.2주),subject,,1008,150000,150000,8929,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노 중급 (일90분*주3회*4.2주),subject,,1134,170000,170000,8995,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노 초급 (일85분*주3회*4.2주),subject,,1071,160000,160000,8964,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노(일60분*주5회*4.2주),subject,,1260,170000,170000,8095,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노고급(일60분*주5회*4.2주),subject,,1260,180000,180000,8571,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노A(일60분*주5회*4.2주),subject,,1260,150000,150000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노B(일60분*주4회*4.2주),subject,,1008,135000,135000,8036,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노C(일60분*주3회*4.2주),subject,,756,115000,115000,9127,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반1(피아노)60분*주5회,subject,,1260,90000,90000,4286,False,True
teaching_center,영등포구,예능(대),예능(중),음악,일반2(피아노)60분*주5회,subject,,1260,95000,95000,4524,False,True
teaching_center,영등포구,예능(대),예능(중),음악,일반3(피아노)60분*주5회,subject,,1260,100000,100000,4762,False,True
teaching_center,영등포구,예능(대),예능(중),음악,피아노바이엘(일50분*주5회*4.2주),subject,,1050,120000,120000,6857,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니100(일50분*주5회*4.2주),subject,,1050,130000,130000,7429,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니30(일50분*주5회*4.2주),subject,,1050,140000,140000,8000,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노체르니40(일60분*주5회*4.2주),subject,,1260,150000,150000,7143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노1(일60분*주5회),subject,,1260,120000,120000,5714,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노2(일60분*주5회),subject,,1260,130000,130000,6190,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노3(일60분*주4회*4.2주),subject,,1008,100000,100000,5952,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노4(일60분*주3회*4.2주),subject,,756,80000,80000,6349,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노일반1(일50분*주5회*4.2주),subject,,1050,140000,140000,8000,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노일반2(일50분*주5회*4.2주),subject,,1050,150000,150000,8571,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노일반3(일50분*주5회*4.2주),subject,,1050,160000,160000,9143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,피아노일반4(일60분*주5회*4.2주),subject,,1260,170000,170000,8095,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반1(피아노)(일50분*주5회*4.2주),subject,,1050,140000,140000,8000,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반2(피아노)(일70분*주3회*4.2주),subject,,882,130000,130000,8844,False,False
teaching_center,영등포구,예능(대),예능(중),음악,일반3(피아노)(일50분*주5회*4.2주),subject,,1050,150000,150000,8571,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시1(피아노)(일50분*주3회*4.2주),subject,,630,160000,160000,15238,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시2(피아노)(일50분*주3회*4.2주),subject,,630,170000,170000,16190,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시3(피아노)(일50분*주3회*4.2주),subject,,630,180000,180000,17143,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시4(피아노)(일50분*주5회*4.2주),subject,,1050,200000,200000,11429,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시5(피아노)(일50분*주5회*4.2주),subject,,1050,250000,250000,14286,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시고급1(일60분*주3회*4.2주),music_named_facility,,756,180000,180000,14286,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시고급2(일60분*주3회*4.2주),music_named_facility,,756,210000,210000,16667,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시기초1(일60분*주3회*4.2주),music_named_facility,,756,150000,150000,11905,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시기초2(일60분*주3회*4.2주),music_named_facility,,756,160000,160000,12698,False,False
teaching_center,영등포구,예능(대),예능(중),음악,입시중급(일60분*주3회*4.2주),music_named_facility,,756,170000,170000,13492,False,False
